,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.validthreshold_testerror,metrics.weighted_f1,metrics.weighted_recall,metrics.macro_recall,metrics.macro_f1,metrics.accuracy,metrics.bootstrap_cl_upper,metrics.bootstrap_cl_lower,metrics.macro_precision,metrics.weighted_precision,params.min_char_grams,params.word_ngrams,params.minimum_word_count,params.max_char_grams,params.epochs,params.dimensions,params.learning_rate,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.type,tags.mlflow.source.git.commit,tags.filename_directory,tags.model_name,tags.model_description,tags.filename
0,039f4cb6c69f4febae6f4aaa86f67124,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/039f4cb6c69f4febae6f4aaa86f67124/artifacts,2020-03-27 12:28:54.122000+00:00,2020-03-27 12:28:55.057000+00:00,3.3100000000000023,,,,,,,,,,,,,,,,,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,LOCAL,64995fa84344cfb809023e48d445ec22273ae8bf,,,,
1,2ee47f930c07408c84c6a8e0a91939ff,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/2ee47f930c07408c84c6a8e0a91939ff/artifacts,2020-03-27 12:28:53.308000+00:00,2020-03-27 12:28:54.114000+00:00,,67.98,68.05,63.27,64.78,68.05,0.6991333333333334,0.6670444444444444,69.87,70.56,,,,,,,,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,LOCAL,64995fa84344cfb809023e48d445ec22273ae8bf,,,,
2,c60251ab21a4429e8d1cb4718c4478fb,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/c60251ab21a4429e8d1cb4718c4478fb/artifacts,2020-03-27 12:27:25.949000+00:00,2020-03-27 12:28:53.302000+00:00,,67.45,67.91,63.21,64.42,67.91,0.6993444444444445,0.6617777777777778,71.0,69.91,0,6,1,5,10,60,0.7,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,LOCAL,64995fa84344cfb809023e48d445ec22273ae8bf,C:/Users/Justin Evans/Documents/Python/fasttext_project/input/,model_1,"standard model, not hyperparameter-tuned",jobboard_reed_uk_primary.csv
3,6f6d312fdf7a4977bf12cf59867ee671,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/6f6d312fdf7a4977bf12cf59867ee671/artifacts,2020-03-26 21:15:24.670000+00:00,2020-03-26 21:15:25.680000+00:00,2.8700000000000045,,,,,,,,,,,,,,,,,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,LOCAL,64995fa84344cfb809023e48d445ec22273ae8bf,,,,
