,run_id,experiment_id,status,artifact_uri,start_time,end_time,metrics.bootstrap_cl_lower,metrics.bootstrap_cl_upper,tags.mlflow.source.type,tags.mlflow.source.name,tags.mlflow.user,tags.mlflow.source.git.commit
10,1bc78455d16948fc8bde74761f5aee11,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/1bc78455d16948fc8bde74761f5aee11/artifacts,2020-03-23 19:43:02.726000+00:00,2020-03-23 19:43:05.775000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
11,80ac46a5be6a44afb57974ff86fb84ca,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/80ac46a5be6a44afb57974ff86fb84ca/artifacts,2020-03-23 19:42:27.919000+00:00,2020-03-23 19:42:33.010000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
12,c2f1c0ac14c049978169226021df14e3,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/c2f1c0ac14c049978169226021df14e3/artifacts,2020-03-23 19:40:26.339000+00:00,2020-03-23 19:40:31.578000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
13,9231c8e0115942b9b6f6ac998759f6a2,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/9231c8e0115942b9b6f6ac998759f6a2/artifacts,2020-03-23 19:23:59.909000+00:00,2020-03-23 19:24:02.466000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
14,9dba1fb0760841e1a079fee9f64f49d8,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/9dba1fb0760841e1a079fee9f64f49d8/artifacts,2020-03-23 19:22:47.882000+00:00,2020-03-23 19:22:50.427000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
15,c0e18b90d17240ddab59ef114f7e12ee,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/c0e18b90d17240ddab59ef114f7e12ee/artifacts,2020-03-23 19:21:11.445000+00:00,2020-03-23 19:21:13.997000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
16,f2093eba33fc4e63aa8fbcbc2942981f,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/f2093eba33fc4e63aa8fbcbc2942981f/artifacts,2020-03-23 19:15:23.268000+00:00,2020-03-23 19:15:28.083000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
17,5e89221e0ee447afaae775cb5a21ab1d,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/5e89221e0ee447afaae775cb5a21ab1d/artifacts,2020-03-23 19:10:53.385000+00:00,2020-03-23 19:10:56.267000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
18,efd1d49a8ab6465198bd7c0bc27f4ebd,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/efd1d49a8ab6465198bd7c0bc27f4ebd/artifacts,2020-03-23 19:09:56.200000+00:00,2020-03-23 19:09:58.666000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
19,fc7f5ce90cde42bfab6cfe80d24a5822,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/fc7f5ce90cde42bfab6cfe80d24a5822/artifacts,2020-03-23 19:00:49.872000+00:00,2020-03-23 19:00:52.390000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
20,a70a5a63583e46e19c6ecf4f49d05b80,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/a70a5a63583e46e19c6ecf4f49d05b80/artifacts,2020-03-23 18:56:13.880000+00:00,2020-03-23 18:56:16.706000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
21,066904ea3ab5451da3dbc2a897554e2b,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/066904ea3ab5451da3dbc2a897554e2b/artifacts,2020-03-23 18:36:42.346000+00:00,2020-03-23 18:36:45.217000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
22,7e7f29c17273455d87f1c67d101e4e7f,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/7e7f29c17273455d87f1c67d101e4e7f/artifacts,2020-03-23 18:26:44.551000+00:00,2020-03-23 18:26:47.484000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
23,6e9e5a422be74bf8b9ae403376e88cc6,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/6e9e5a422be74bf8b9ae403376e88cc6/artifacts,2020-03-23 18:26:32.005000+00:00,2020-03-23 18:26:34.684000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
24,0e8a7993c3fd4d71860b7c73ac0189e1,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/0e8a7993c3fd4d71860b7c73ac0189e1/artifacts,2020-03-23 18:23:44.395000+00:00,2020-03-23 18:23:47.338000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
25,da60b44050c542baba294d968db2c5ef,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/da60b44050c542baba294d968db2c5ef/artifacts,2020-03-23 15:40:43.774000+00:00,2020-03-23 15:41:25.633000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
26,8a0c90f04f5442458c7bf55c9e307bd8,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/8a0c90f04f5442458c7bf55c9e307bd8/artifacts,2020-03-23 15:40:07.792000+00:00,2020-03-23 15:40:07.823000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
27,7b4dd23881f44e1d9f05c6faf46cedb0,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/7b4dd23881f44e1d9f05c6faf46cedb0/artifacts,2020-03-23 15:38:41.461000+00:00,2020-03-23 15:38:41.492000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
28,ea29ea4b620f40bebed503d929e26d6b,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/ea29ea4b620f40bebed503d929e26d6b/artifacts,2020-03-23 15:38:15.445000+00:00,2020-03-23 15:38:15.475000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
29,d4cf039ce6984214b297805f362f52bf,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/d4cf039ce6984214b297805f362f52bf/artifacts,2020-03-23 15:37:50.742000+00:00,2020-03-23 15:37:50.771000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
30,49d823d049c84e2a9488404d456b08d9,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/49d823d049c84e2a9488404d456b08d9/artifacts,2020-03-23 15:36:55.335000+00:00,2020-03-23 15:36:55.364000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
31,d77df0962d034b0490228c6f5655d068,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/d77df0962d034b0490228c6f5655d068/artifacts,2020-03-23 15:35:39.572000+00:00,2020-03-23 15:35:39.605000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
32,de6738b9bbaa479992cb89dc4a851f9e,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/de6738b9bbaa479992cb89dc4a851f9e/artifacts,2020-03-23 15:30:58.748000+00:00,2020-03-23 15:31:41.751000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
33,bf3a050a4f8240529d31c8e2ad8a5cf7,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/bf3a050a4f8240529d31c8e2ad8a5cf7/artifacts,2020-03-23 15:19:57.540000+00:00,2020-03-23 15:20:40.406000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
34,7e767797eb26484081fc7a6581a862e3,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/7e767797eb26484081fc7a6581a862e3/artifacts,2020-03-23 15:12:04.408000+00:00,2020-03-23 15:12:47.641000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
35,7cff53b0eae849468a6d2cdd794963c1,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/7cff53b0eae849468a6d2cdd794963c1/artifacts,2020-03-23 15:00:04.475000+00:00,2020-03-23 15:00:04.505000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
36,fcfbd734bda74d02962bdd66aebf07b5,0,RUNNING,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/fcfbd734bda74d02962bdd66aebf07b5/artifacts,2020-03-23 14:58:53.400000+00:00,,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
37,c06fd91932714b908d907bcb175d6311,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/c06fd91932714b908d907bcb175d6311/artifacts,2020-03-22 20:39:37.056000+00:00,2020-03-22 20:39:37.134000+00:00,0.908326833073323,0.939235569422777,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
38,2cce27854e8840d18c6719a0b66f705e,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/2cce27854e8840d18c6719a0b66f705e/artifacts,2020-03-22 20:38:43.200000+00:00,2020-03-22 20:38:43.265000+00:00,0.9133775351014041,0.9360374414976599,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
39,211ed5fd12254519b36d322a5f7bdb5f,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/211ed5fd12254519b36d322a5f7bdb5f/artifacts,2020-03-22 20:31:12.649000+00:00,2020-03-22 20:31:12.707000+00:00,0.9114469578783151,0.9387870514820593,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
40,8caf53794e6b4fd183dad1a8ac3e248b,0,FINISHED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/8caf53794e6b4fd183dad1a8ac3e248b/artifacts,2020-03-22 20:30:08.838000+00:00,2020-03-22 20:30:08.909000+00:00,0.9106279251170046,0.9375975039001561,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
41,81af52842176407f95a7e261a5846aeb,0,FAILED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/81af52842176407f95a7e261a5846aeb/artifacts,2020-03-22 20:28:17.788000+00:00,2020-03-22 20:28:17.829000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
42,a2b7e05aa85e4899b1cafce51f2bb6f5,0,FAILED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/a2b7e05aa85e4899b1cafce51f2bb6f5/artifacts,2020-03-22 18:07:42.176000+00:00,2020-03-22 18:07:42.223000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
43,912569e18f584547bed1685606a31889,0,FAILED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/912569e18f584547bed1685606a31889/artifacts,2020-03-22 18:06:02.925000+00:00,2020-03-22 18:06:02.964000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
44,203fe3c82c014bada2893fa265dc59b3,0,FAILED,file:///C:/Users/Justin%20Evans/Documents/Python/fasttext_project/run_scripts/mlruns/0/203fe3c82c014bada2893fa265dc59b3/artifacts,2020-03-22 17:50:09.062000+00:00,2020-03-22 17:50:09.113000+00:00,,,LOCAL,C:/Users/Justin Evans/Documents/Python/fasttext_project/run_scripts/master.py,Justin Evans,f9120413c5bd1ba5fc892813d818e42022cb2067
